##ANSYS Fluent 24.1.0,,,
##,,,
##Generated on: 06:26:30,16-Sep-0024,,
##,,,
##Generated from case: FLTG.1-Setup-Output.cas.h5,,,
##,,,
[Name],,,
inlet_vel,,,
[Data],,,
x,y,z,u1
-0.005237015,0.003105579,-0.074906394,0.000952708978191645
-0.005675185,0.002875869,-0.074906394,-0.00167752558756761
-0.005594587,0.003878398,-0.074906394,3.2718400708348e-06
-0.005279499,0.003197081,-0.074906394,0.000711045181730906
-0.00612211,0.00266284,-0.074906394,-0.000158449634410308
-0.005714571,0.002972098,-0.074906394,-0.00111372224563447
-0.005558486,0.003783568,-0.074906394,4.03365184498765e-05
-0.006064977,0.003702061,-0.074906394,4.20842168674403e-06
-0.005330301,0.003306536,-0.074906394,0.000614281880496322
-0.006580196,0.00247437,-0.074906394,-0.00206227887929249
-0.006156232,0.002761104,-0.074906394,-0.000160523244686414
-0.005761615,0.003087103,-0.074906394,-0.000551511416974269
-0.005514883,0.003669074,-0.074906394,9.16764833515499e-05
-0.00603333,0.003603,-0.074906394,1.29560015211609e-05
-0.00654488,0.003553416,-0.074906394,0
-0.005329678,0.003447304,-0.074906394,0.000466441941027033
-0.005501305,0.00351839,-0.074906394,0.000158559520283659
-0.007050554,0.00231781,-0.074906394,0.00205904619920468
-0.006608326,0.002574536,-0.074906394,-0.00199060458137177
-0.006196947,0.002878456,-0.074906394,-0.000233134405824744
-0.005791445,0.003245429,-0.074906394,2.65710048493172e-05
-0.005995091,0.003483347,-0.074906394,2.95619833881666e-05
-0.006519183,0.003452644,-0.074906394,0
-0.007032951,0.003434628,-0.074906394,0.000735011960115248
-0.007532655,0.002200614,-0.074906394,0.00731646161312872
-0.005976557,0.003323387,-0.074906394,4.88119283910937e-05
-0.007072111,0.002419601,-0.074906394,0.000628364641599062
-0.006641861,0.002694084,-0.074906394,-0.0020830171177666
-0.006235122,0.003047391,-0.074906394,-0.00019349961783621
-0.006488121,0.003330881,-0.074906394,0
-0.007013604,0.003332428,-0.074906394,0.000849434478127933
-0.007527845,0.003349596,-0.074906394,0.00263510566091921
-0.008023618,0.002129277,-0.074906394,0.00976125390373034
-0.007547208,0.002303609,-0.074906394,0.00491193793096757
-0.006461588,0.003155255,-0.074906394,-0.000289015170637229
-0.007097794,0.002541028,-0.074906394,-0.00125366515926866
-0.006688492,0.002877034,-0.074906394,-0.00155546376852046
-0.006990208,0.003208898,-0.074906394,0.000416652247381349
-0.007515248,0.003246324,-0.074906394,0.00257741452367607
-0.008027535,0.003301936,-0.074906394,0.00508601880620731
-0.008519012,0.002108277,-0.074906394,0.00890556533231619
-0.008030663,0.00223297,-0.074906394,0.00734993527702356
-0.007564539,0.002426427,-0.074906394,0.00202654578074519
-0.006956477,0.003015295,-0.074906394,-0.000864463960671568
-0.00715139,0.00274002,-0.074906394,-0.00292145535304371
-0.007500012,0.003121462,-0.074906394,0.00115187688350977
-0.00802196,0.003198043,-0.074906394,0.0042282853276267
-0.008529539,0.003292443,-0.074906394,0.00605141363728412
-0.009014025,0.002138737,-0.074906394,0.00511484779396267
-0.008518091,0.002212106,-0.074906394,0.00738187304905388
-0.008039055,0.00235658,-0.074906394,0.00450493713429279
-0.00762277,0.002642433,-0.074906394,-0.0030812707015138
-0.007460942,0.002908921,-0.074906394,-0.00123537333598565
-0.009504222,0.002217737,-0.074906394,0.00511667308051974
-0.008015217,0.003072406,-0.074906394,0.00254355201210717
-0.00853103,0.003188431,-0.074906394,0.00540610900401677
-0.009031357,0.003319175,-0.074906394,0.000757639467942696
-0.009005189,0.002242132,-0.074906394,0.00584914104399996
-0.008517004,0.002335861,-0.074906394,0.00555486855480347
-0.008056319,0.002558512,-0.074906394,-5.75463352288375e-05
-0.007977989,0.00283708,-0.074906394,-0.00076887289346463
-0.009985958,0.002339678,-0.074906394,0.0106824125476603
-0.009488071,0.002320227,-0.074906394,0.00734903160023386
-0.008532837,0.003062637,-0.074906394,0.00430729226703704
-0.009039904,0.00321552,-0.074906394,0.00158620249324232
-0.009530475,0.003380301,-0.074906394,-0.0027906648288883
-0.008994679,0.002365403,-0.074906394,0.00662038527930215
-0.008515276,0.002545436,-0.074906394,0.00243534812267938
-0.008581042,0.002820782,-0.074906394,0.00267975439956998
-0.010457029,0.002497993,-0.074906394,0.0213577174018191
-0.00996314,0.0024409,-0.074906394,0.0138529808795452
-0.00946884,0.002442482,-0.074906394,0.00988702685949398
-0.009050245,0.003090154,-0.074906394,0.0033041402424317
-0.00954604,0.003277469,-0.074906394,-0.00347154789523572
-0.010024237,0.003475231,-0.074906394,-0.000884951236991194
-0.008941409,0.002597024,-0.074906394,0.00731895742187327
-0.009089885,0.002860947,-0.074906394,0.0068969733559445
-0.010917083,0.00268583,-0.074906394,0.0346737615538932
-0.010428093,0.002597692,-0.074906394,0.0254651784111353
-0.009935946,0.002561708,-0.074906394,0.0175126288210192
-0.009416598,0.002660304,-0.074906394,0.013855831588445
-0.009564867,0.003153105,-0.074906394,0.00034647051148913
-0.01004667,0.003373685,-0.074906394,-0.000920646523649116
-0.010510212,0.003603409,-0.074906394,0.00244277689495165
-0.011367136,0.002896687,-0.074906394,0.0165359520361926
-0.009600386,0.002938695,-0.074906394,0.00730553735903056
-0.010882621,0.002783847,-0.074906394,0.0317957756079673
-0.010393579,0.002716748,-0.074906394,0.0260159160783221
-0.009887757,0.002765493,-0.074906394,0.0166100954478844
-0.010073806,0.00325089,-0.074906394,0.000218569151164187
-0.010539274,0.003503582,-0.074906394,0.0036272850643472
-0.010986725,0.00376321,-0.074906394,0.00230803424751696
-0.01180893,0.003125106,-0.074906394,0.00788574933354747
-0.011327782,0.002992957,-0.074906394,0.015439196198556
-0.010104352,0.003051913,-0.074906394,0.00834277272924933
-0.010841474,0.002900969,-0.074906394,0.0264423993683607
-0.010351455,0.002907786,-0.074906394,0.0174890354368317
-0.012243981,0.003366777,-0.074906394,0.00454280796883642
-0.010574427,0.003382872,-0.074906394,0.00528619239603351
-0.01102217,0.003665485,-0.074906394,0.00405637136507847
-0.011452724,0.003952194,-0.074906394,3.37584937051371e-05
-0.011765454,0.003219704,-0.074906394,0.00706978652513342
-0.011280748,0.003108074,-0.074906394,0.0136794888282345
-0.010599558,0.003197669,-0.074906394,0.0100922286886736
-0.010805882,0.003082604,-0.074906394,0.018435748887807
-0.012673198,0.00361877,-0.074906394,0.00870092803609434
-0.012197013,0.003459776,-0.074906394,0.00467214937744821
-0.011065048,0.003547312,-0.074906394,0.00609490465084408
-0.011494304,0.003856903,-0.074906394,0.000607310222293193
-0.011907751,0.004168346,-0.074906394,0.00211265281594019
-0.011713444,0.0033329,-0.074906394,0.00635274313550762
-0.011211345,0.003211342,-0.074906394,0.0119010297131354
-0.01113209,0.003359422,-0.074906401,0.00917050551515868
-0.013097321,0.003879573,-0.074906394,0.00366230941507497
-0.012623054,0.003710151,-0.074906394,0.00908444725339337
-0.012140818,0.003571132,-0.074906394,0.00470724218258304
-0.011544622,0.003741634,-0.074906394,0.00243882100973043
-0.011955686,0.004076091,-0.074906394,0.00290132328324259
-0.01235101,0.004410455,-0.074906394,0.00592912827337325
-0.011593509,0.003426359,-0.074906394,0.00618602337644386
-0.011644134,0.003622834,-0.074906394,0.0040232493510746
-0.013516854,0.004148263,-0.074906394,0.00271115448350929
-0.013044355,0.003969407,-0.074906394,0.00497813926628184
-0.012563057,0.003819635,-0.074906394,0.00941861107159372
-0.012038769,0.003679125,-0.074906394,0.00444153766606081
-0.01201375,0.003964389,-0.074906394,0.00400395171332899
-0.012406072,0.004322287,-0.074906394,0.00713919176482489
-0.012780298,0.004677862,-0.074906394,0.00747274927361079
-0.012103589,0.003864566,-0.074906394,0.00525869642582512
-0.013932054,0.004423951,-0.074906394,0.00746264397947434
-0.013461491,0.004236704,-0.074906394,0.00336356055420196
-0.012980909,0.00407707,-0.074906394,0.00645228540909802
-0.012473044,0.003918978,-0.074906394,0.00896852183393792
-0.012472843,0.004215391,-0.074906394,0.00842047835432875
-0.012842936,0.0045949,-0.074906394,0.00826318663593572
-0.013192488,0.004971238,-0.074906394,0.00302180371049889
-0.014343151,0.004705951,-0.074906394,0.015765829956252
-0.012567969,0.004105055,-0.074906394,0.0098734441179858
-0.013874557,0.004511079,-0.074906394,0.00722017433458946
-0.013395115,0.004342727,-0.074906394,0.00404652804915169
-0.012855074,0.004121362,-0.074906394,0.00852976239210055
-0.012918958,0.004494187,-0.074906394,0.00881087039283586
-0.013262762,0.004894611,-0.074906394,0.00336473934952609
-0.01358271,0.005292913,-0.074906394,0.00401518522844122
-0.014749989,0.004993889,-0.074906394,0.010807769933362
-0.014283638,0.004791756,-0.074906394,0.014133563150095
-0.013026563,0.004362566,-0.074906394,0.00698838410565734
-0.013805613,0.00461555,-0.074906394,0.00703787485805882
-0.013324465,0.004427613,-0.074906394,0.00445654517093498
-0.013348118,0.004801476,-0.074906394,0.0042101844727384
-0.013943776,0.005646087,-0.074906394,0.00167056012786658
-0.013660491,0.005223795,-0.074906394,0.00527674634477155
-0.015151975,0.005287919,-0.074906394,0.0089901396146792
-0.015548345,0.005588873,-0.074906394,0.0133775365401824
-0.014688436,0.005078253,-0.074906394,0.011103223710981
-0.014212283,0.004894642,-0.074906394,0.0124845408585965
-0.013402465,0.004629342,-0.074906394,0.00496318560458559
-0.013769941,0.004780024,-0.074906394,0.00709584657621934
-0.014267355,0.00603415,-0.074906394,0.00113088347595473
-0.01375505,0.005139676,-0.074906394,0.00703538696715749
-0.014028646,0.005585637,-0.074906394,0.00300141610121466
-0.015088146,0.005370562,-0.074906394,0.0103110463112763
-0.015937921,0.005898255,-0.074906394,0.0211317231614135
-0.015481851,0.005669363,-0.074906394,0.0147700773501753
-0.014614683,0.005179405,-0.074906394,0.0110971094887896
-0.014129357,0.005034441,-0.074906394,0.0109191579324186
-0.013903835,0.005064507,-0.074906394,0.00876838476035557
-0.014543164,0.006458671,-0.074906394,0.0011593918916548
-0.01435885,0.005983978,-0.074906394,0.00158993558716343
-0.014131953,0.005511946,-0.074906394,0.0046899071255131
-0.015011772,0.005469649,-0.074906394,0.0113459411224954
-0.016686715,0.006552178,-0.074906394,0.0212681779986686
-0.016318552,0.006218379,-0.074906394,0.0276294959195716
-0.018173702,0.008508365,-0.074906394,0.0195649890428443
-0.017940613,0.008075681,-0.074906394,0.0188785352560612
-0.015868319,0.005976025,-0.074906394,0.0210510823919906
-0.01540241,0.005765858,-0.074906394,0.015701874754265
-0.014756916,0.006916895,-0.074906394,-0.00143172149595317
-0.014519605,0.005355783,-0.074906394,0.00938682940475846
-0.014249901,0.005380743,-0.074906394,0.00743104024060862
-0.0146405,0.006420787,-0.074906394,0.00293508025243149
-0.014470409,0.005922678,-0.074906394,0.00230864355608186
-0.0149112,0.00563925,-0.074906394,0.0116571796786857
-0.017037999,0.006902704,-0.074906394,0.015676904294485
-0.016609743,0.00662241,-0.074906394,0.0214708228504265
-0.016245445,0.006292766,-0.074906394,0.0290289594036094
-0.017670279,0.007663486,-0.074906394,0.0155746290925909
-0.017367605,0.007272617,-0.074906394,0.0135780286611619
