x,y,z,mesh-z-velocity
-0.015731152,0.010430225,-0.074906394,0
-0.01554433,0.009968837,-0.074906401,0
-0.015885001,0.011316839,-0.074906401,0
-0.015736984,0.011675147,-0.074906394,0
-0.017311189,0.011764109,-0.074906394,0
-0.016263127,0.01180139,-0.074906394,0
-0.016788086,0.011818057,-0.074906394,0
-0.013749117,0.010076321,-0.074906394,0
-0.014231768,0.009799947,-0.074906394,0
-0.014781946,0.009499181,-0.074906394,0
-0.014933166,0.009899231,-0.074906401,0
-0.012836426,0.010575864,-0.074906394,0
-0.013335459,0.010388127,-0.074906394,0
-0.015509623,0.010889786,-0.074906401,0
-0.015165553,0.010420926,-0.074906401,0
-0.015347261,0.011378824,-0.074906401,0
-0.015253683,0.011736959,-0.074906394,0
-0.015791457,0.011866553,-0.074906394,0
-0.016840108,0.011907343,-0.074906394,0
-0.016314752,0.011912824,-0.074906394,0
-0.013842906,0.010163598,-0.074906394,0
-0.014408449,0.009931203,-0.074906394,0
-0.012387415,0.010808414,-0.074906394,0
-0.014540445,0.010361397,-0.074906401,0
-0.012896854,0.010662086,-0.074906394,0
-0.013419257,0.010485211,-0.074906394,0
-0.014816796,0.010947736,-0.074906401,0
-0.014816721,0.011550267,-0.074906401,0
-0.014833212,0.011846229,-0.074906394,0
-0.015312831,0.011919469,-0.074906394,0
-0.015833702,0.011982489,-0.074906394,0
-0.016357169,0.012007039,-0.074906394,0
-0.011924062,0.011008341,-0.074906394,0
-0.014007175,0.010316178,-0.074906394,0
-0.012439947,0.010899701,-0.074906394,0
-0.014107189,0.010755524,-0.074906401,0
-0.012970424,0.01076713,-0.074906394,0
-0.013568831,0.010655959,-0.074906394,0
-0.014243481,0.011317222,-0.074906401,0
-0.014313747,0.011822239,-0.074906401,0
-0.014830913,0.01196651,-0.074906394,0
-0.015347862,0.012038313,-0.074906394,0
-0.015868435,0.012080108,-0.074906394,0
-0.011969553,0.011103304,-0.074906394,0
-0.012503824,0.011010744,-0.074906394,0
-0.013611037,0.011104628,-0.074906401,0
-0.013102649,0.010972021,-0.074906394,0
-0.013741302,0.011651792,-0.074906401,0
-0.01381759,0.011946204,-0.074906394,0
-0.014346541,0.012012476,-0.074906394,0
-0.014859919,0.012087302,-0.074906394,0
-0.0153767,0.012138097,-0.074906394,0
-0.012024803,0.01121866,-0.074906394,0
-0.012607942,0.01123429,-0.074906401,0
-0.013118627,0.01149244,-0.074906401,0
-0.01335966,0.011902804,-0.074906394,0
-0.013858736,0.012061223,-0.074906394,0
-0.014370603,0.012134641,-0.074906394,0
-0.014883849,0.01218852,-0.074906394,0
-0.01207179,0.011398223,-0.074906394,0
-0.01231358,0.01161384,-0.074906394,0
-0.012660071,0.011679742,-0.074906394,0
-0.012877263,0.011963399,-0.074906394,0
-0.013368577,0.012114309,-0.074906394,0
-0.01387937,0.012184265,-0.074906394,0
-0.014390519,0.012236835,-0.074906394,0
-0.011915701,0.011853307,-0.074906401,0
-0.012354314,0.012024545,-0.074906401,0
-0.012877932,0.012171343,-0.074906394,0
-0.013386831,0.012237833,-0.074906394,0
-0.013896494,0.012287058,-0.074906394,0
-0.0119077,0.012167776,-0.074906394,0
-0.012386288,0.012231194,-0.074906394,0
-0.012894111,0.012295155,-0.074906394,0
-0.013402013,0.012340953,-0.074906394,0
-0.011892475,0.012291775,-0.074906394,0
-0.012400794,0.012355216,-0.074906394,0
-0.012907593,0.012398459,-0.074906394,0
-0.011905966,0.012415937,-0.074906394,0
-0.012412902,0.012458637,-0.074906394,0
-0.011917228,0.012519438,-0.074906394,0
-0.004804029,0.003343692,-0.074906394,0
-0.004375482,0.003589003,-0.074906394,0
-0.004843912,0.003421587,-0.074906394,0
-0.003952929,0.003844959,-0.074906394,0
-0.004409653,0.003650074,-0.074906394,0
-0.004891663,0.003514866,-0.074906394,0
-0.005057339,0.003903333,-0.074906394,0
-0.003535185,0.004108705,-0.074906394,0
-0.005100171,0.004001346,-0.074906394,0
-0.003985306,0.00389867,-0.074906394,0
-0.004450598,0.003723261,-0.074906394,0
-0.004898885,0.003633562,-0.074906394,0
-0.004993139,0.00375158,-0.074906401,0
-0.004657669,0.003868622,-0.074906394,0
-0.004616887,0.004170717,-0.074906394,0
-0.003120803,0.004376583,-0.074906394,0
-0.003568726,0.004161604,-0.074906394,0
-0.005135642,0.004082546,-0.074906394,0
-0.004655206,0.00424663,-0.074906394,0
-0.004024128,0.003963077,-0.074906394,0
-0.004490909,0.003834697,-0.074906394,0
-0.004317521,0.004069821,-0.074906401,0
-0.00455515,0.004066718,-0.074906394,0
-0.004174553,0.004431845,-0.074906394,0
-0.002710169,0.004648786,-0.074906394,0
-0.003155279,0.004428775,-0.074906394,0
-0.00360897,0.004225083,-0.074906394,0
-0.00468693,0.004309496,-0.074906394,0
-0.004213223,0.004496821,-0.074906394,0
-0.004086182,0.004066782,-0.074906394,0
-0.003972044,0.004288345,-0.074906394,0
-0.004134183,0.004320138,-0.074906394,0
-0.003732826,0.00469255,-0.074906394,0
-0.002306306,0.004928743,-0.074906394,0
-0.002745497,0.004700294,-0.074906394,0
-0.00319666,0.00449143,-0.074906394,0
-0.003673339,0.004349349,-0.074906401,0
-0.004245216,0.004550588,-0.074906394,0
-0.003775913,0.004754681,-0.074906394,0
-0.003692188,0.004561275,-0.074906401,0
-0.003456849,0.004593412,-0.074906394,0
-0.003302306,0.00497274,-0.074906394,0
-0.001911358,0.005218653,-0.074906394,0
-0.002346788,0.004985358,-0.074906394,0
-0.002787903,0.004762135,-0.074906394,0
-0.003245405,0.004619944,-0.074906401,0
-0.003811546,0.004806066,-0.074906394,0
-0.003349885,0.005031475,-0.074906394,0
-0.003035483,0.004874194,-0.074906394,0
-0.003249189,0.004844034,-0.074906401,0
-0.00288656,0.005274806,-0.074906394,0
-0.001522398,0.005514371,-0.074906394,0
-0.001963285,0.005288361,-0.074906394,0
-0.002395381,0.005053338,-0.074906394,0
-0.002845717,0.004875136,-0.074906394,0
-0.003389216,0.005080026,-0.074906394,0
-0.002938626,0.005329577,-0.074906394,0
-0.00113857,0.005814538,-0.074906394,0
-0.002471155,0.005590598,-0.074906394,0
-0.00278377,0.005148,-0.074906401,0
-0.001583608,0.00559335,-0.074906394,0
-0.002025605,0.005372058,-0.074906394,0
-0.0024516,0.005316125,-0.074906394,0
-0.002490994,0.005139665,-0.074906394,0
-0.002981631,0.005374811,-0.074906394,0
-0.002535992,0.005646365,-0.074906394,0
-0.000394727,0.006437149,-0.074906394,0
-0.000762382,0.006121948,-0.074906394,0
-0.001203291,0.005894329,-0.074906394,0
-0.002056411,0.00592346,-0.074906394,0
-0.002387899,0.005514984,-0.074906394,0
-0.001657047,0.005688159,-0.074906394,0
-0.002136732,0.005484958,-0.074906401,0
-0.002589521,0.005692382,-0.074906394,0
-0.002144933,0.005985292,-0.074906394,0
0.00278849,0.010999601,-0.074906394,0
-3.51E-05,0.006759127,-0.074906394,0
0.002621508,0.011445861,-0.074906394,0
0.002793043,0.010521333,-0.074906394,0
0.002296801,0.011803588,-0.074906394,0
0.002487082,0.009617566,-0.074906394,0
0.002680174,0.010055552,-0.074906394,0
-0.000463694,0.006513112,-0.074906394,0
-0.000829126,0.006199946,-0.074906394,0
-0.001280918,0.005990086,-0.074906394,0
-0.001686001,0.006304117,-0.074906394,0
-0.001977689,0.005820013,-0.074906394,0
-0.001730724,0.005822555,-0.074906394,0
-0.001793568,0.006364115,-0.074906394,0
-0.002217942,0.006036211,-0.074906394,0
0.002687631,0.010982566,-0.074906394,0
0.001334623,0.008101965,-0.074906394,0
0.000317283,0.007086703,-0.074906394,0
0.001002987,0.007757177,-0.074906394,0
0.000663344,0.007419254,-0.074906394,0
-0.000106396,0.006832899,-0.074906394,0
0.002525066,0.011410356,-0.074906394,0
0.002691076,0.010520723,-0.074906394,0
0.002240557,0.009208407,-0.074906394,0
0.001959313,0.008823142,-0.074906394,0
0.001655007,0.008456006,-0.074906394,0
0.001883548,0.012063893,-0.074906394,0
0.002208785,0.011750136,-0.074906394,0
0.001436276,0.012259048,-0.074906394,0
0.002388667,0.009644304,-0.074906394,0
0.002579112,0.010069459,-0.074906394,0
-0.000546369,0.006604222,-0.074906394,0
-0.000909155,0.006293523,-0.074906394,0
-0.001383122,0.006740087,-0.074906394,0
-0.001394393,0.006163149,-0.074906394,0
-0.001611226,0.006184454,-0.074906394,0
-0.001499735,0.00678796,-0.074906394,0
-0.001882111,0.006413377,-0.074906394,0
0.002568876,0.010961959,-0.074906394,0
0.001251853,0.008162317,-0.074906394,0
0.000243547,0.007158025,-0.074906394,0
0.000923525,0.007821998,-0.074906394,0
0.000586889,0.007487658,-0.074906394,0
-0.000191813,0.006921349,-0.074906394,0
-0.001147701,0.007216801,-0.074906394,0
0.002411574,0.011368304,-0.074906394,0
0.002570765,0.010519391,-0.074906394,0
0.0021458,0.009246171,-0.074906394,0
0.001868628,0.008870087,-0.074906394,0
0.001568473,0.008510493,-0.074906394,0
0.001806641,0.011995687,-0.074906394,0
0.002105071,0.011687279,-0.074906394,0
0.000972978,0.012414442,-0.074906394,0
0.001371435,0.012179421,-0.074906394,0
0.002271976,0.009675501,-0.074906394,0
0.00245957,0.010085332,-0.074906394,0
-0.000713875,0.006708606,-0.074906394,0
-0.001036168,0.006392221,-0.074906394,0
-0.001185716,0.006631292,-0.074906401,0
-0.001269835,0.007248926,-0.074906394,0
-0.001595544,0.006827152,-0.074906394,0
0.00049967,0.012542211,-0.074906394,0
0.002458348,0.010940741,-0.074906394,0
0.001152962,0.008234315,-0.074906394,0
0.000155211,0.007243483,-0.074906394,0
0.000828469,0.007899487,-0.074906394,0
0.000495353,0.007569543,-0.074906394,0
-0.000334903,0.007037116,-0.074906394,0
-0.000747757,0.006984747,-0.074906394,0
-0.000991775,0.007725344,-0.074906394,0
-0.000963703,0.00718914,-0.074906394,0
0.002248897,0.011275665,-0.074906401,0
0.002420567,0.010551513,-0.074906394,0
0.002262936,0.010890374,-0.074906394,0
0.0020332,0.00929064,-0.074906394,0
0.001760654,0.008925687,-0.074906394,0
0.001465253,0.008575294,-0.074906394,0
0.00171585,0.011915535,-0.074906394,0
0.002023218,0.011612055,-0.074906394,0
0.001921846,0.011452043,-0.074906394,0
0.00091977,0.012326437,-0.074906394,0
0.001294807,0.012085637,-0.074906394,0
0.002087379,0.00974748,-0.074906394,0
0.002276187,0.010146378,-0.074906394,0
-0.001117494,0.007739905,-0.074906394,0
-0.001370018,0.007275143,-0.074906394,0
1.86E-05,0.012646402,-0.074906394,0
0.000457101,0.01244827,-0.074906394,0
0.001060731,0.008349178,-0.074906394,0
7.75E-07,0.007401748,-0.074906394,0
0.000724994,0.008066972,-0.074906394,0
0.00036994,0.00772826,-0.074906394,0
-0.000517536,0.007356886,-0.074906401,0
-0.000931685,0.008253546,-0.074906394,0
-0.000798891,0.007681215,-0.074906394,0
0.002070283,0.010514289,-0.074906401,0
0.001867201,0.011019091,-0.074906401,0
0.001869144,0.009358211,-0.074906394,0
0.001681924,0.008998255,-0.074906394,0
0.001654679,0.009640059,-0.074906401,0
0.00186185,0.010081897,-0.074906401,0
0.001325647,0.008712205,-0.074906401,0
0.00150601,0.009173595,-0.074906401,0
0.001075766,0.009003477,-0.074906394,0
0.001618394,0.01175331,-0.074906401,0
0.001557759,0.011406144,-0.074906394,0
0.000856857,0.012222461,-0.074906394,0
0.001222309,0.011933999,-0.074906394,0
-0.000468203,0.01272942,-0.074906394,0
-0.001058449,0.00824914,-0.074906394,0
-0.001220461,0.007751721,-0.074906394,0
-0.000959076,0.012795033,-0.074906394,0
-1.46E-05,0.012548451,-0.074906394,0
0.000406753,0.012336951,-0.074906394,0
0.000790218,0.008589985,-0.074906401,0
2.32E-05,0.007863094,-0.074906394,0
0.000324288,0.008219811,-0.074906401,0
-0.000435453,0.007866736,-0.074906394,0
-0.000977755,0.008783086,-0.074906394,0
-0.000708655,0.008231595,-0.074906394,0
0.001542021,0.010534939,-0.074906401,0
0.001278893,0.01102356,-0.074906401,0
0.001098245,0.00951699,-0.074906401,0
0.001260395,0.010028406,-0.074906401,0
0.00060583,0.009224666,-0.074906401,0
0.00111254,0.011610703,-0.074906401,0
0.000809675,0.012017111,-0.074906394,0
-0.000493734,0.012628913,-0.074906394,0
-0.001452774,0.012846621,-0.074906394,0
-0.001102665,0.00875926,-0.074906394,0
-0.001249238,0.009249964,-0.074906394,0
-0.00116216,0.008245471,-0.074906394,0
-0.001948367,0.012886451,-0.074906394,0
-0.000978495,0.01269296,-0.074906394,0
-5.39E-05,0.012432065,-0.074906394,0
0.000355836,0.012134555,-0.074906394,0
0.000547015,0.011703841,-0.074906401,0
0.000711678,0.011112135,-0.074906401,0
0.000169436,0.008825426,-0.074906401,0
-0.000286849,0.008417624,-0.074906401,0
-0.001129131,0.009292515,-0.074906394,0
-0.00074503,0.00879425,-0.074906394,0
3.04E-05,0.009475363,-0.074906401,0
0.000919634,0.010513882,-0.074906401,0
0.000562364,0.009917009,-0.074906401,0
-0.001375829,0.009763286,-0.074906394,0
-0.000523923,0.012509213,-0.074906394,0
-0.001467404,0.012743608,-0.074906394,0
-0.001488603,0.009703592,-0.074906394,0
-0.001204819,0.008739771,-0.074906394,0
-0.001347498,0.009215213,-0.074906394,0
-0.002445194,0.012916747,-0.074906394,0
-0.001959172,0.01278287,-0.074906394,0
-0.002942914,0.01293998,-0.074906394,0
-0.001001457,0.012571165,-0.074906394,0
6.38E-05,0.011834799,-0.074906401,0
-0.000100101,0.012234013,-0.074906394,0
-0.000145352,0.010117169,-0.074906401,0
0.000266849,0.010599387,-0.074906401,0
0.000144759,0.011233356,-0.074906401,0
-0.000275709,0.011442418,-0.074906394,0
-0.000430196,0.009077216,-0.074906401,0
-0.000602496,0.009667076,-0.074906401,0
-0.000909915,0.009350538,-0.074906394,0
-0.001700486,0.010185015,-0.074906394,0
-0.00114846,0.009910384,-0.074906401,0
-0.00073175,0.010198379,-0.074906394,0
-0.000444623,0.01082211,-0.074906401,0
-0.000406882,0.011935688,-0.074906401,0
-0.000564552,0.012310793,-0.074906394,0
-0.001484711,0.012620518,-0.074906394,0
-0.002082441,0.010555455,-0.074906394,0
-0.001804147,0.010110458,-0.074906394,0
