##ANSYS Fluent 24.1.0
##
##Generated on: 13:21:59, 23 Sep 2024
##
##Generated from case: FLTG.2-30.cas.h5
##

[Name]
bottom

[Data]
x,y,z,z-velocity
0.0014362755,0.012259048,-0.074906394,-0.00033331392
0.0023886673,0.0096443035,-0.074906394,-0.021006081
0.0025791121,0.010069459,-0.074906394,-0.014499709
-0.00054636935,0.0066042216,-0.074906394,0
-0.00090915454,0.0062935227,-0.074906394,0
-0.0013831219,0.0067400872,-0.074906394,0
-0.0013943927,0.0061631491,-0.074906394,0
-0.001611226,0.0061844536,-0.074906394,0
-0.0014997351,0.0067879595,-0.074906394,0
-0.0018821106,0.0064133769,-0.074906394,0
0.0025688761,0.010961959,-0.074906394,-0.0090931915
0.0012518528,0.0081623169,-0.074906394,0.00062435097
0.00024354686,0.0071580247,-0.074906394,0.00037209163
0.00092352508,0.0078219976,-0.074906394,0.00021095936
0.00058688933,0.0074876575,-0.074906394,0.00033397548
-0.00019181325,0.0069213486,-0.074906394,0
-0.0011477013,0.0072168005,-0.074906394,0
0.0024115739,0.011368304,-0.074906394,-0.00845653
0.0025707651,0.010519391,-0.074906394,-0.012240381
0.0021457996,0.0092461705,-0.074906394,-0.020551868
0.001868628,0.0088700866,-0.074906394,-0.014177875
0.0015684731,0.0085104927,-0.074906394,-0.003428272
0.0018066408,0.011995687,-0.074906394,-0.00086543191
0.0021050707,0.011687279,-0.074906394,-0.004487087
0.00097297761,0.012414442,-0.074906394,-3.9720024e-05
0.0013714345,0.012179421,-0.074906394,-0.00048923271
0.0022719763,0.0096755009,-0.074906394,-0.02298308
0.0024595698,0.010085332,-0.074906394,-0.01715054
-0.00071387494,0.0067086057,-0.074906394,0
-0.0010361684,0.0063922214,-0.074906394,0
-0.0011857155,0.0066312919,-0.074906401,0
-0.0012698353,0.007248926,-0.074906394,0
-0.0015955439,0.0068271523,-0.074906394,0
0.00049966964,0.012542211,-0.074906394,0
0.0024583479,0.010940741,-0.074906394,-0.011629847
0.0011529617,0.0082343146,-0.074906394,-0.0027657179
0.00015521137,0.0072434833,-0.074906394,6.7520363e-05
0.00082846859,0.0078994865,-0.074906394,-0.0018755638
0.00049535296,0.0075695426,-0.074906394,-0.0014319865
-0.00033490331,0.0070371157,-0.074906394,-6.7563565e-06
-0.00074775744,0.006984747,-0.074906394,0
-0.00099177531,0.007725344,-0.074906394,2.6128457e-06
-0.00096370315,0.0071891397,-0.074906394,0
0.0022488965,0.011275665,-0.074906401,-0.012915558
0.0024205674,0.010551513,-0.074906394,-0.014977484
0.002262936,0.010890374,-0.074906394,-0.015960565
0.0020331999,0.0092906402,-0.074906394,-0.020811055
0.0017606535,0.0089256866,-0.074906394,-0.01507224
0.0014652533,0.0085752942,-0.074906394,-0.005931362
0.0017158495,0.011915535,-0.074906394,-0.00094743958
0.0020232177,0.011612055,-0.074906394,-0.006168786
0.0019218456,0.011452043,-0.074906394,-0.009921643
0.00091977027,0.012326437,-0.074906394,-0.00016698636
0.0012948072,0.012085637,-0.074906394,-0.00067902397
0.0020873791,0.00974748,-0.074906394,-0.022451503
0.0022761866,0.010146378,-0.074906394,-0.020880507
-0.0011174936,0.0077399048,-0.074906394,1.7381077e-06
-0.0013700182,0.0072751427,-0.074906394,0
1.8629144e-05,0.012646402,-0.074906394,0
0.00045710092,0.01244827,-0.074906394,0
0.0010607308,0.0083491784,-0.074906394,-0.0051990347
7.7547884e-07,0.0074017481,-0.074906394,-0.00016689514
0.00072499382,0.0080669718,-0.074906394,-0.0050703441
0.00036993966,0.00772826,-0.074906394,-0.0027918313
-0.00051753625,0.0073568858,-0.074906401,-1.4189248e-05
-0.00093168457,0.0082535464,-0.074906394,6.2711595e-05
-0.00079889095,0.0076812147,-0.074906394,3.1508634e-06
0.0020702833,0.010514289,-0.074906401,-0.020803373
0.0018672014,0.011019091,-0.074906401,-0.018166738
0.0018691436,0.0093582105,-0.074906394,-0.020923784
0.0016819241,0.0089982552,-0.074906394,-0.015937498
0.001654679,0.0096400594,-0.074906401,-0.020733353
0.0018618495,0.010081897,-0.074906401,-0.022799779
0.001325647,0.0087122051,-0.074906401,-0.0091150207
0.0015060102,0.0091735953,-0.074906401,-0.015041765
0.0010757663,0.0090034772,-0.074906394,-0.0080364607
0.0016183936,0.01175331,-0.074906401,-0.0028763169
0.0015577588,0.011406144,-0.074906394,-0.011259402
0.00085685687,0.012222461,-0.074906394,-0.00027648671
0.0012223091,0.011933999,-0.074906394,-0.00098796748
-0.00046820307,0.01272942,-0.074906394,0
-0.0010584492,0.0082491403,-0.074906394,4.0641542e-05
-0.001220461,0.0077517205,-0.074906394,9.0239917e-07
-0.00095907587,0.012795033,-0.074906394,0
-1.4615864e-05,0.012548451,-0.074906394,0
0.00040675272,0.012336951,-0.074906394,0
0.00079021818,0.0085899848,-0.074906401,-0.0044798837
2.3154955e-05,0.0078630941,-0.074906394,-0.0014966695
0.0003242878,0.0082198111,-0.074906401,-0.0052986904
-0.00043545305,0.0078667356,-0.074906394,-0.00021471259
-0.00097775459,0.0087830862,-0.074906394,0.00028722559
-0.00070865516,0.0082315952,-0.074906394,7.0248127e-05
0.0015420211,0.010534939,-0.074906401,-0.022867486
0.0012788934,0.01102356,-0.074906401,-0.015511264
0.0010982446,0.0095169898,-0.074906401,-0.0086022951
0.0012603947,0.010028406,-0.074906401,-0.012834857
0.00060582982,0.0092246663,-0.074906401,0.00029427718
0.0011125403,0.011610703,-0.074906401,-0.0058456883
0.00080967543,0.012017111,-0.074906394,-0.00047250389
-0.00049373409,0.012628913,-0.074906394,0
-0.001452774,0.012846621,-0.074906394,0
-0.001102665,0.0087592602,-0.074906394,0.00018412272
-0.0012492379,0.0092499638,-0.074906394,-0.0014947683
-0.0011621604,0.0082454709,-0.074906394,2.3701547e-05
-0.0019483672,0.012886451,-0.074906394,0
-0.00097849546,0.01269296,-0.074906394,0
-5.3934171e-05,0.012432065,-0.074906394,0
0.00035583609,0.012134555,-0.074906394,0
0.0005470154,0.011703841,-0.074906401,-0.0014463922
0.00071167783,0.011112135,-0.074906401,-0.0084126284
0.00016943629,0.008825426,-0.074906401,0.0019026333
-0.00028684907,0.008417624,-0.074906401,0.00056164741
-0.0011291307,0.009292515,-0.074906394,-0.00086643785
-0.00074502983,0.00879425,-0.074906394,0.00055134174
3.0354897e-05,0.0094753625,-0.074906401,0.0046291659
0.00091963401,0.010513882,-0.074906401,-0.0086084073
0.00056236371,0.0099170087,-0.074906401,-0.00030099609
-0.0013758293,0.0097632864,-0.074906394,-0.0045286329
-0.00052392337,0.012509213,-0.074906394,0
-0.0014674038,0.012743608,-0.074906394,0
-0.0014886026,0.0097035915,-0.074906394,-0.003640699
-0.0012048185,0.0087397713,-0.074906394,9.428359e-05
-0.0013474978,0.0092152134,-0.074906394,-0.0017343282
-0.0024451935,0.012916747,-0.074906394,0
-0.0019591721,0.01278287,-0.074906394,0
-0.0029429141,0.01293998,-0.074906394,-8.7848603e-05
-0.0010014565,0.012571165,-0.074906394,0
6.3829022e-05,0.011834799,-0.074906401,0
-0.0001001009,0.012234013,-0.074906394,0
-0.0001453517,0.010117169,-0.074906401,-0.00074499502
0.00026684903,0.010599387,-0.074906401,-0.0016503925
0.00014475886,0.011233356,-0.074906401,-0.0023402167
-0.00027570876,0.011442418,-0.074906394,-0.00023629314
-0.00043019591,0.0090772156,-0.074906401,0.0028076484
-0.00060249591,0.0096670762,-0.074906401,-0.00024063892
-0.00090991508,0.0093505383,-0.074906394,0.00054967304
-0.0017004862,0.010185015,-0.074906394,-0.0051011709
-0.0011484604,0.0099103842,-0.074906401,-0.0051527671
-0.0007317501,0.010198379,-0.074906394,-0.0061307517
-0.00044462274,0.01082211,-0.074906401,-0.004237494
-0.00040688194,0.011935688,-0.074906401,5.9752816e-05
-0.00056455156,0.012310793,-0.074906394,2.3504328e-05
-0.0014847107,0.012620518,-0.074906394,0
-0.002082441,0.010555455,-0.074906394,-0.0066090026
-0.0018041466,0.010110458,-0.074906394,-0.0036913622
-0.0015809463,0.0096548293,-0.074906394,-0.0030051467
-0.0039400011,0.012971796,-0.074906394,-0.00060419284
-0.0024529563,0.012812831,-0.074906394,0
-0.0019719722,0.012658976,-0.074906394,0
-0.0034412462,0.012958075,-0.074906394,-0.00026394977
-0.0029483761,0.012835906,-0.074906394,-0.00017302917
-0.0010355379,0.012372759,-0.074906394,0.00017753566
-0.0007090561,0.011464532,-0.074906401,-0.0011511825
-0.0011363844,0.010524706,-0.074906401,-0.010148889
-0.001583375,0.010379165,-0.074906394,-0.0076348451
-0.0010379615,0.011062441,-0.074906394,-0.0066627394
-0.001216575,0.011539499,-0.074906401,-0.0020740598
-0.00087119779,0.011992835,-0.074906401,0.00063662487
-0.0019838451,0.010658321,-0.074906394,-0.0073312684
-0.0015171723,0.01242275,-0.074906394,4.0649147e-06
-0.0021759544,0.010468427,-0.074906394,-0.0058922037
-0.0025047644,0.010877075,-0.074906394,-0.0068584387
-0.0029556509,0.011153596,-0.074906394,-0.0069854339
-0.0018891263,0.010049496,-0.074906394,-0.0025349909
-0.0044391258,0.012980939,-0.074906394,-0.0010986372
-0.0049385331,0.012984809,-0.074906394,-0.0016643804
-0.0039421869,0.012867741,-0.074906394,-0.0014125493
-0.0064371699,0.012956986,-0.074906394,-0.00095589476
-0.005937702,0.01297345,-0.074906394,-0.0014216042
-0.005438095,0.012982581,-0.074906394,-0.0016293401
-0.002462175,0.012688437,-0.074906394,0
-0.0020149644,0.012452772,-0.074906394,0
-0.0034449317,0.012853974,-0.074906394,-0.00056625518
-0.0029548805,0.012711245,-0.074906394,-0.00027784088
-0.0013425029,0.012064953,-0.074906401,0.001637305
-0.0016892125,0.01099663,-0.074906401,-0.0093524382
-0.0016493816,0.011642313,-0.074906394,-0.0040865894
-0.0021472734,0.011563043,-0.074906401,-0.0067648678
-0.0023674166,0.011057436,-0.074906401,-0.007585464
-0.0018600525,0.012105419,-0.074906401,-0.0026055283
-0.0027550934,0.011584007,-0.074906401,-0.0035062954
-0.0029084114,0.011284481,-0.074906394,-0.0059485161
-0.0034273518,0.011387439,-0.074906394,-0.0031995482
-0.002252704,0.010397179,-0.074906394,-0.0053506959
-0.0025876516,0.01077985,-0.074906394,-0.0070492546
-0.0030278275,0.01104821,-0.074906394,-0.0074969218
-0.0069363178,0.012933657,-0.074906394,-0.00072802795
-0.010425232,0.012681261,-0.074906394,-0.0032547207
-0.0099268574,0.012724888,-0.074906394,-0.0063726404
-0.0044399998,0.012876951,-0.074906394,-0.002752373
-0.0049381997,0.012880884,-0.074906394,-0.0043116938
-0.0039448044,0.01274303,-0.074906394,-0.0023903656
-0.0064334357,0.012853208,-0.074906394,-0.0020344062
-0.0059350678,0.012869627,-0.074906394,-0.0033519159
-0.0054365979,0.012878709,-0.074906394,-0.0041347416
-0.0024470121,0.01217392,-0.074906401,-0.0017713041
-0.0024415217,0.012541967,-0.074906394,0
-0.0034493315,0.012729232,-0.074906394,-0.00093390152
-0.0029054242,0.012507865,-0.074906394,-0.00039429974
-0.0030851746,0.012084592,-0.074906401,0.0010381396
-0.0033031318,0.011606808,-0.074906401,-0.00019939637
-0.0039144829,0.011580499,-0.074906394,-0.00023995416
-0.0034890091,0.011275657,-0.074906394,-0.0047377557
-0.0026557527,0.01070015,-0.074906394,-0.0073933685
-0.0030871884,0.010961717,-0.074906394,-0.0080349669
-0.011420568,0.012578125,-0.074906394,0.001019739
-0.010923209,0.012632442,-0.074906394,0.0050106253
-0.0044127423,0.011735258,-0.074906394,-0.0008565255
-0.0079335291,0.012872127,-0.074906394,-0.0020289999
-0.0074350946,0.012904764,-0.074906394,-0.0012764139
-0.0084317746,0.01283755,-0.074906394,-0.002304859
-0.0069315564,0.01282992,-0.074906394,-0.001371188
-0.008930034,0.012801843,-0.074906394,-0.0046228366
-0.0094283987,0.012764625,-0.074906394,-0.0063922051
-0.010415855,0.012577584,-0.074906394,-0.0043651317
-0.0099180769,0.01262117,-0.074906394,-0.0084593343
-0.0049186051,0.011853862,-0.074906394,6.2208317e-05
-0.0044410513,0.012752307,-0.074906394,-0.0047395001
-0.0049378076,0.012756312,-0.074906394,-0.0074851969
-0.004390765,0.012109051,-0.074906401,-0.0044349274
-0.003918374,0.011794026,-0.074906401,0.0022508928
-0.0039251242,0.012613609,-0.074906394,-0.0032685725
-0.0044047101,0.011843118,-0.074906394,-0.00062900101
-0.0059420969,0.011992019,-0.074906394,-0.0014990936
-0.0054291552,0.011938278,-0.074906394,-0.0016697274
-0.0064289644,0.012728827,-0.074906394,-0.0033460706
-0.0059319176,0.012745191,-0.074906394,-0.0056745657
-0.0054348125,0.012754209,-0.074906394,-0.0071387989
-0.0035423688,0.012038576,-0.074906394,0.0017526918
-0.0039367499,0.012306708,-0.074906401,-0.0031494838
-0.003464845,0.012486634,-0.074906401,-0.0016868387
-0.0039660847,0.01146382,-0.074906394,-0.0017086363
-0.0035397685,0.011183813,-0.074906394,-0.0055389996
-0.011409914,0.012474561,-0.074906394,0.0013556974
-0.010913193,0.012528818,-0.074906394,0.0063566142
-0.0044549298,0.011614922,-0.074906394,-0.0014679945
-0.0049520596,0.011730957,-0.074906394,1.9594394e-05
-0.0054545859,0.011813696,-0.074906394,0.0011963225
-0.0059602847,0.011866328,-0.074906394,0.0013056272
-0.0064674634,0.011893505,-0.074906394,0.002528626
-0.011488697,0.011276209,-0.074906394,-0.0068572597
-0.0069750077,0.011900004,-0.074906394,0.00080937118
-0.010999732,0.011421516,-0.074906394,-0.005915714
-0.010504998,0.011542,-0.074906394,0.00023055152
-0.010006043,0.011640376,-0.074906394,0.0038678485
-0.0064557851,0.012019916,-0.074906394,0.00049756351
-0.0079270657,0.012768423,-0.074906394,-0.0032129816
-0.0074823201,0.011890114,-0.074906394,-0.0022784879
-0.0074294144,0.01280106,-0.074906394,-0.0021789845
-0.0084246565,0.012733822,-0.074906394,-0.0034319123
-0.0079890778,0.011866719,-0.074906394,-0.00080866501
-0.0069692479,0.012026781,-0.074906394,-0.00026178654
-0.0069258511,0.012705592,-0.074906394,-0.0021356307
-0.0084951129,0.011830849,-0.074906394,0.0045872708
-0.0095041143,0.01171946,-0.074906394,0.0046543772
-0.0090002567,0.011782194,-0.074906394,0.0045916857
-0.0089223431,0.012698101,-0.074906394,-0.006503738
-0.0094201695,0.012660888,-0.074906394,-0.0087100379
-0.010404608,0.012453234,-0.074906394,-0.0058102049
-0.0099075437,0.012496784,-0.074906394,-0.010996705
-0.01003283,0.011764627,-0.074906394,0.0055826032
-0.0048833252,0.012037274,-0.074906401,-0.004781527
-0.0044064652,0.012565418,-0.074906401,-0.0073721358
-0.0048023388,0.012345705,-0.074906394,-0.012006232
-0.0049642948,0.012597534,-0.074906394,-0.011497276
-0.0053312602,0.012344402,-0.074906401,-0.012466103
-0.005941669,0.012199722,-0.074906401,-0.0060683796
-0.0053857304,0.012055341,-0.074906394,-0.0047897412
-0.0064020804,0.012465708,-0.074906394,-0.00637927
-0.0058625964,0.012544719,-0.074906394,-0.0098483441
-0.0054062642,0.012642264,-0.074906394,-0.0098708346
-0.0040086065,0.011367855,-0.074906394,-0.0027585123
-0.011397144,0.01235032,-0.074906394,0.0009236621
-0.011536038,0.011394798,-0.074906394,-0.006431479
-0.011039616,0.011542605,-0.074906394,-0.0039360193
-0.010901185,0.012404519,-0.074906394,0.0071730795
-0.010538065,0.011664912,-0.074906394,0.0021055359
-0.0044897259,0.011515859,-0.074906394,-0.002020346
-0.0049796766,0.011629691,-0.074906394,-0.00081355963
-0.0054755993,0.01171097,-0.074906394,0.00043382653
-0.0059753275,0.011762619,-0.074906394,0.0020421785
-0.0064771306,0.011789143,-0.074906394,0.0035837777
-0.0069797831,0.011795299,-0.074906394,0.001491628
-0.0074825627,0.011785291,-0.074906394,-0.0017032604
-0.0079849781,0.011761953,-0.074906394,-0.00043653976
-0.0084867105,0.011726317,-0.074906394,0.0034954245
-0.0089874659,0.011678093,-0.074906394,0.0036743125
-0.0094867935,0.011616002,-0.074906394,0.0036065329
-0.011449681,0.011178492,-0.074906394,-0.0071963239
-0.0099839261,0.011537799,-0.074906394,0.0024974809
-0.010966839,0.011321664,-0.074906394,-0.0077323569
-0.010477713,0.011440579,-0.074906394,-0.0012807695
-0.0065187961,0.012232031,-0.074906394,-0.0022879322
-0.0079193152,0.012644118,-0.074906394,-0.0046341373
-0.0074820407,0.012016997,-0.074906394,-0.0030322489
-0.0074226051,0.012676766,-0.074906394,-0.0032521002
-0.0084161181,0.012609474,-0.074906394,-0.0047851866
-0.0079940474,0.011993519,-0.074906394,-0.0021316011
-0.0070050051,0.012250484,-0.074906394,-0.0024468543
-0.0068741129,0.012480246,-0.074906394,-0.0033877569
-0.0085052857,0.011957369,-0.074906394,0.0023396292
-0.0095250849,0.011844727,-0.074906394,0.0051663937
-0.0090157399,0.011908213,-0.074906394,0.0026522223
-0.0094102956,0.012536493,-0.074906394,-0.01148622
-0.0089131165,0.012573719,-0.074906394,-0.0087195784
-0.010379352,0.012214264,-0.074906394,-0.0019507294
-0.0098791122,0.012272051,-0.074906394,-0.0073419898
-0.010080024,0.011993239,-0.074906394,0.0018169142
-0.011425798,0.012080385,-0.074906401,-0.0014582382
-0.011582037,0.011640051,-0.074906394,-0.0055936477
-0.011102803,0.011807898,-0.074906394,-0.00020752264
-0.010878926,0.012146304,-0.074906394,0.0047202995
-0.010591639,0.011909321,-0.074906394,0.0038178221
-0.0078761335,0.01243362,-0.074906394,-0.0068360264
-0.007519105,0.012231696,-0.074906394,-0.0043695648
-0.0073752911,0.012460546,-0.074906394,-0.0049797753
-0.008377024,0.012401164,-0.074906394,-0.0060574641
-0.0080320537,0.012202978,-0.074906394,-0.0042320932
-0.0085443687,0.012165441,-0.074906394,-0.0017284328
-0.0095682126,0.01206221,-0.074906394,-0.0017460739
-0.0090563688,0.012118937,-0.074906394,-0.0035365401
-0.0093785925,0.012321279,-0.074906394,-0.0099993665
-0.0088778213,0.012363938,-0.074906394,-0.0088900123
