##ANSYS Fluent 24.1.0
##
##Generated on: 13:21:59, 23 Sep 2024
##
##Generated from case: FLTG.2-30.cas.h5
##

[Name]
bottom

[Data]
x,y,z,z-velocity
-0.016982522,0.0075510414,-0.074906394,-0.015945848
-0.017840112,0.011016586,-0.074906394,-0.047392678
-0.018201316,0.010279259,-0.074906394,-0.038218498
-0.018049907,0.010675201,-0.074906394,-0.04743531
-0.018081773,0.0099354712,-0.074906394,-0.039392553
-0.018081956,0.0094661023,-0.074906401,-0.031903513
-0.017606292,0.0091187442,-0.074906401,-0.026335653
-0.018568607,0.010397196,-0.074906394,-0.020019379
-0.017954739,0.011120049,-0.074906394,-0.048685759
-0.018328937,0.010812595,-0.074906394,-0.033932339
-0.017323716,0.0084955394,-0.074906401,-0.014005895
-0.014640588,0.00885172,-0.074906394,-0.00038582776
-0.014930683,0.0084105385,-0.074906394,-0.00067544251
-0.015509181,0.0072710221,-0.074906401,-0.006672631
-0.015146143,0.0079136379,-0.074906394,-0.00081647793
-0.015235764,0.0073409206,-0.074906394,-0.0030300051
-0.016448993,0.0076826476,-0.074906401,-0.01118151
-0.015838237,0.0076400042,-0.074906394,-0.0088316016
-0.016905265,0.0080182599,-0.074906401,-0.010461813
-0.016714958,0.0085602989,-0.074906401,-0.0089736143
-0.017465992,0.011218159,-0.074906401,-0.043593939
-0.017642885,0.010768622,-0.074906401,-0.045699626
-0.017846042,0.010312571,-0.074906401,-0.043813441
-0.017678607,0.0097664865,-0.074906401,-0.038174119
-0.017136618,0.0096053034,-0.074906401,-0.03283269
-0.016973058,0.0090462556,-0.074906401,-0.020445757
-0.018423632,0.010860053,-0.074906394,-0.028063757
-0.017114595,0.011478582,-0.074906394,-0.030382492
-0.017592024,0.011393969,-0.074906394,-0.042197522
-0.018056393,0.01119281,-0.074906394,-0.049945239
-0.016414657,0.0082257958,-0.074906394,-0.0027410318
-0.014371872,0.0092781074,-0.074906394,0
-0.014737516,0.0088889943,-0.074906394,-0.00054646638
-0.015054724,0.00843825,-0.074906394,-0.00096377247
-0.015372429,0.007860993,-0.074906401,-0.0032086857
-0.015842056,0.0082062026,-0.074906401,-0.0033284891
-0.016142692,0.0086420616,-0.074906401,-0.0034598596
-0.0164623,0.0089852829,-0.074906394,-0.010975417
-0.017044149,0.01128666,-0.074906394,-0.030599976
-0.017163346,0.010867597,-0.074906401,-0.036818642
-0.017279141,0.010262511,-0.074906401,-0.039872736
-0.016750928,0.0099843601,-0.074906394,-0.031036908
-0.016493266,0.009494937,-0.074906401,-0.020354208
-0.018141799,0.01125538,-0.074906394,-0.04506626
-0.01668337,0.01152254,-0.074906401,-0.021585708
-0.017172245,0.011584437,-0.074906394,-0.030828143
-0.017681206,0.011480521,-0.074906394,-0.039874289
-0.014044326,0.0096623721,-0.074906394,0.001824978
-0.014463019,0.0093286308,-0.074906394,0
-0.01485613,0.0089347512,-0.074906394,-0.00062677916
-0.015292339,0.008473129,-0.074906394,-0.0018225843
-0.015979694,0.0091568027,-0.074906401,-0.0059964131
-0.015568286,0.0088032922,-0.074906401,-0.0021297911
-0.016672235,0.011069466,-0.074906401,-0.026506415
-0.016690081,0.010514013,-0.074906401,-0.029854167
-0.016187957,0.010107838,-0.074906401,-0.019736605
-0.015920397,0.0096200947,-0.074906394,-0.0088271378
-0.016334465,0.011312929,-0.074906394,-0.021612592
-0.017755475,0.011554803,-0.074906394,-0.037057441
-0.01620326,0.011630004,-0.074906394,-0.016254064
-0.016724795,0.011713013,-0.074906394,-0.019496044
-0.01724836,0.011681313,-0.074906394,-0.031937059
-0.013672205,0.010004865,-0.074906394,0.002779261
-0.014128732,0.0097242557,-0.074906394,0.0020119245
-0.014574425,0.0093905386,-0.074906394,0.00028718472
-0.015075579,0.0090198424,-0.074906394,-0.00043572899
-0.015357903,0.0094041545,-0.074906401,0.00052888726
-0.013266686,0.010308545,-0.074906394,-0.0036280635
-0.016149867,0.010790662,-0.074906401,-0.022921054
-0.015731152,0.010430225,-0.074906394,-0.016558189
-0.01554433,0.0099688368,-0.074906401,-0.0057813805
-0.015885001,0.011316839,-0.074906401,-0.020649897
-0.015736984,0.011675147,-0.074906394,-0.013982239
-0.017311189,0.011764109,-0.074906394,-0.032833554
-0.016263127,0.01180139,-0.074906394,-0.013831732
-0.016788086,0.011818057,-0.074906394,-0.018795712
-0.013749117,0.010076321,-0.074906394,0.0021285021
-0.014231768,0.009799947,-0.074906394,0.0021388407
-0.014781946,0.0094991811,-0.074906394,0.00095598103
-0.014933166,0.0098992307,-0.074906401,0.00048332079
-0.012836426,0.010575864,-0.074906394,-0.0069552762
-0.013335459,0.010388127,-0.074906394,-0.0045187604
-0.015509623,0.010889786,-0.074906401,-0.019588765
-0.015165553,0.010420926,-0.074906401,-0.011059431
-0.015347261,0.011378824,-0.074906401,-0.017672801
-0.015253683,0.011736959,-0.074906394,-0.010255421
-0.015791457,0.011866553,-0.074906394,-0.01074515
-0.016840108,0.011907343,-0.074906394,-0.017795501
-0.016314752,0.011912824,-0.074906394,-0.012471884
-0.013842906,0.010163598,-0.074906394,0.00121853
-0.014408449,0.009931203,-0.074906394,0.0021004037
-0.012387415,0.010808414,-0.074906394,-0.007065319
-0.014540445,0.010361397,-0.074906401,-0.0051667653
-0.012896854,0.010662086,-0.074906394,-0.0081361569
-0.013419257,0.010485211,-0.074906394,-0.0055423812
-0.014816796,0.010947736,-0.074906401,-0.016946876
-0.014816721,0.011550267,-0.074906401,-0.01611881
-0.014833212,0.011846229,-0.074906394,-0.011730446
-0.015312831,0.011919469,-0.074906394,-0.0074738869
-0.015833702,0.011982489,-0.074906394,-0.0088246725
-0.016357169,0.012007039,-0.074906394,-0.011450584
-0.011924062,0.011008341,-0.074906394,-0.007067353
-0.014007175,0.010316178,-0.074906394,-0.0016540131
-0.012439947,0.010899701,-0.074906394,-0.0086521907
-0.014107189,0.010755524,-0.074906401,-0.010435024
-0.012970424,0.01076713,-0.074906394,-0.0097773448
-0.013568831,0.010655959,-0.074906394,-0.0079111988
-0.014243481,0.011317222,-0.074906401,-0.020005692
-0.014313747,0.011822239,-0.074906401,-0.017467653
-0.014830913,0.01196651,-0.074906394,-0.0093764411
-0.015347862,0.012038313,-0.074906394,-0.0058334102
-0.015868435,0.012080108,-0.074906394,-0.0072545628
-0.011969553,0.011103304,-0.074906394,-0.0082487818
-0.012503824,0.011010744,-0.074906394,-0.010544577
-0.013611037,0.011104628,-0.074906401,-0.016869897
-0.013102649,0.010972021,-0.074906394,-0.013441208
-0.013741302,0.011651792,-0.074906401,-0.016781218
-0.01381759,0.011946204,-0.074906394,-0.013062184
-0.014346541,0.012012476,-0.074906394,-0.012180023
-0.014859919,0.012087302,-0.074906394,-0.0066910405
-0.0153767,0.012138097,-0.074906394,-0.0043830634
-0.012024803,0.01121866,-0.074906394,-0.0097963922
-0.012607942,0.01123429,-0.074906401,-0.013723727
-0.013118627,0.01149244,-0.074906401,-0.015490838
-0.01335966,0.011902804,-0.074906394,-0.012295639
-0.013858736,0.012061223,-0.074906394,-0.01014062
-0.014370603,0.012134641,-0.074906394,-0.0087081073
-0.014883849,0.01218852,-0.074906394,-0.0045935311
-0.01207179,0.011398223,-0.074906394,-0.0094892588
-0.01231358,0.01161384,-0.074906394,-0.010287578
-0.012660071,0.011679742,-0.074906394,-0.012066085
-0.012877263,0.011963399,-0.074906394,-0.010463824
-0.013368577,0.012114309,-0.074906394,-0.0078033926
-0.01387937,0.012184265,-0.074906394,-0.0068756975
-0.014390519,0.012236835,-0.074906394,-0.0057890555
-0.011915701,0.011853307,-0.074906401,-0.0069177793
-0.012354314,0.012024545,-0.074906401,-0.0083155958
-0.012877932,0.012171343,-0.074906394,-0.0078079998
-0.013386831,0.012237833,-0.074906394,-0.0051679234
-0.013896494,0.012287058,-0.074906394,-0.0041059298
-0.0119077,0.012167776,-0.074906394,-0.0049217101
-0.012386288,0.012231194,-0.074906394,-0.0069114012
-0.012894111,0.012295155,-0.074906394,-0.0061388589
-0.013402013,0.012340953,-0.074906394,-0.0029304237
-0.011892475,0.012291775,-0.074906394,-0.0040295795
-0.012400794,0.012355216,-0.074906394,-0.0060181529
-0.012907593,0.012398459,-0.074906394,-0.0046890187
-0.011905966,0.012415937,-0.074906394,-0.0033759214
-0.012412902,0.012458637,-0.074906394,-0.0052300254
-0.011917228,0.012519438,-0.074906394,-0.0028925184
-0.0048040287,0.0033436916,-0.074906394,-0.0013838037
-0.004375482,0.0035890026,-0.074906394,-0.003621517
-0.0048439121,0.0034215874,-0.074906394,-0.00075121433
-0.0039529288,0.0038449592,-0.074906394,-4.6716701e-05
-0.0044096531,0.0036500744,-0.074906394,-0.0026553257
-0.0048916629,0.0035148656,-0.074906394,-0.0001892384
-0.0050573386,0.0039033331,-0.074906394,0
-0.003535185,0.0041087046,-0.074906394,-4.0726693e-05
-0.0051001711,0.004001346,-0.074906394,0
-0.0039853062,0.0038986702,-0.074906394,0.00023069979
-0.0044505978,0.0037232609,-0.074906394,-0.0016289251
-0.0048988853,0.003633562,-0.074906394,-8.5162676e-05
-0.0049931393,0.0037515799,-0.074906401,0
-0.004657669,0.0038686222,-0.074906394,-1.025815e-05
-0.0046168873,0.0041707167,-0.074906394,0
-0.0031208028,0.0043765828,-0.074906394,-0.00021231698
-0.0035687257,0.0041616037,-0.074906394,1.4347439e-05
-0.0051356424,0.0040825456,-0.074906394,0
-0.0046552061,0.0042466298,-0.074906394,0
-0.004024128,0.003963077,-0.074906394,0.00018106058
-0.0044909092,0.0038346965,-0.074906394,-0.00036007204
-0.0043175207,0.0040698214,-0.074906401,0
-0.0045551499,0.0040667178,-0.074906394,0
-0.0041745533,0.0044318447,-0.074906394,8.4881585e-06
-0.0027101685,0.004648786,-0.074906394,-0.0003431339
-0.0031552794,0.004428775,-0.074906394,-9.9026525e-05
-0.0036089695,0.0042250827,-0.074906394,5.8957507e-05
-0.0046869298,0.0043094959,-0.074906394,0
-0.0042132232,0.0044968212,-0.074906394,0
-0.004086182,0.0040667821,-0.074906394,0.00011396667
-0.0039720437,0.0042883446,-0.074906394,7.9749181e-05
-0.0041341833,0.0043201381,-0.074906394,3.5138259e-05
-0.0037328263,0.0046925498,-0.074906394,0
-0.0023063063,0.004928743,-0.074906394,-0.00019864367
-0.0027454966,0.0047002938,-0.074906394,-0.00027708558
-0.0031966604,0.0044914298,-0.074906394,0
-0.003673339,0.0043493486,-0.074906401,6.969949e-05
-0.004245216,0.0045505883,-0.074906394,0
-0.0037759133,0.0047546811,-0.074906394,0
-0.0036921883,0.0045612748,-0.074906401,0
-0.0034568487,0.0045934115,-0.074906394,0
-0.0033023059,0.0049727401,-0.074906394,0
-0.0019113575,0.005218653,-0.074906394,1.6458396e-06
-0.0023467878,0.0049853581,-0.074906394,-0.00012935269
-0.0027879034,0.0047621354,-0.074906394,-0.00020690337
-0.0032454047,0.0046199444,-0.074906401,0
-0.0038115457,0.0048060664,-0.074906394,0
-0.0033498853,0.0050314749,-0.074906394,0
-0.0030354832,0.0048741936,-0.074906394,-3.3846136e-05
-0.0032491889,0.0048440336,-0.074906401,0
-0.0028865596,0.0052748062,-0.074906394,0
-0.0015223982,0.0055143712,-0.074906394,3.6185509e-05
-0.0019632848,0.0052883611,-0.074906394,0
-0.002395381,0.0050533377,-0.074906394,-4.8009242e-05
-0.0028457169,0.0048751361,-0.074906394,-0.00011250315
-0.003389216,0.0050800256,-0.074906394,0
-0.0029386261,0.0053295773,-0.074906394,0
-0.0011385699,0.0058145383,-0.074906394,0
-0.0024711553,0.0055905976,-0.074906394,0
-0.0027837697,0.0051479996,-0.074906401,0
-0.0015836082,0.0055933497,-0.074906394,1.800178e-05
-0.0020256047,0.0053720577,-0.074906394,0
-0.0024515998,0.0053161248,-0.074906394,0
-0.0024909936,0.0051396647,-0.074906394,0
-0.0029816311,0.0053748107,-0.074906394,0
-0.0025359923,0.0056463648,-0.074906394,0
-0.00039472693,0.0064371489,-0.074906394,0
-0.00076238182,0.0061219479,-0.074906394,0
-0.0012032909,0.0058943289,-0.074906394,0
-0.0020564105,0.0059234602,-0.074906394,0
-0.0023878994,0.0055149836,-0.074906394,0
-0.0016570472,0.0056881588,-0.074906394,2.2537145e-06
-0.0021367318,0.0054849577,-0.074906401,0
-0.002589521,0.0056923823,-0.074906394,0
-0.0021449332,0.0059852917,-0.074906394,0
0.0027884897,0.010999601,-0.074906394,-0.0039924053
-3.5123921e-05,0.0067591267,-0.074906394,0.00025197715
0.0026215082,0.011445861,-0.074906394,-0.0039553759
0.0027930434,0.010521333,-0.074906394,-0.0078697763
0.0022968012,0.011803588,-0.074906394,-0.0020315894
0.0024870823,0.0096175661,-0.074906394,-0.019369442
0.0026801741,0.010055552,-0.074906394,-0.012238692
-0.00046369393,0.0065131122,-0.074906394,0
-0.00082912581,0.0061999462,-0.074906394,0
-0.0012809177,0.0059900861,-0.074906394,0
-0.0016860011,0.0063041169,-0.074906394,0
-0.0019776893,0.0058200127,-0.074906394,0
-0.0017307239,0.0058225552,-0.074906394,0
-0.0017935683,0.006364115,-0.074906394,0
-0.0022179424,0.0060362113,-0.074906394,0
0.0026876309,0.010982566,-0.074906394,-0.0063479021
0.0013346233,0.0081019653,-0.074906394,0.0035009799
0.00031728251,0.0070867031,-0.074906394,0.00072448672
0.0010029866,0.0077571766,-0.074906394,0.0020781697
0.00066334364,0.0074192542,-0.074906394,0.0016341873
-0.00010639563,0.0068328991,-0.074906394,4.378421e-05
0.002525066,0.011410356,-0.074906394,-0.0058846171
0.0026910761,0.010520723,-0.074906394,-0.0098726498
0.0022405572,0.0092084073,-0.074906394,-0.020195566
0.0019593134,0.0088231415,-0.074906394,-0.013265926
0.0016550065,0.0084560057,-0.074906394,-0.00071897981
0.0018835475,0.012063893,-0.074906394,-0.00077737955
0.0022087854,0.011750136,-0.074906394,-0.0031678069
