##ANSYS Fluent 24.1.0,,,
##,,,
##Generated on: 06:26:30,16-Sep-0024,,
##,,,
##Generated from case: FLTG.1-Setup-Output.cas.h5,,,
##,,,
[Name],,,
inlet_vel,,,
[Data],,,
x,y,z,u1
-0.005237015,0.003105579,-0.074906394,0.0110823171617532
-0.005675185,0.002875869,-0.074906394,0.0153261625702328
-0.005594587,0.003878398,-0.074906394,1.62934384672276e-05
-0.005279499,0.003197081,-0.074906394,0.00658546820409484
-0.00612211,0.00266284,-0.074906394,0.00693959846891842
-0.005714571,0.002972098,-0.074906394,0.0111126538395705
-0.005558486,0.003783568,-0.074906394,0.000200871854099386
-0.006064977,0.003702061,-0.074906394,2.09575218569942e-05
-0.005330301,0.003306536,-0.074906394,0.00240533011049943
-0.006580196,0.00247437,-0.074906394,-0.00171700867306485
-0.006156232,0.002761104,-0.074906394,0.00577956598757368
-0.005761615,0.003087103,-0.074906394,0.00663773152054489
-0.005514883,0.003669074,-0.074906394,0.000456539778241413
-0.00603333,0.003603,-0.074906394,6.45196002848881e-05
-0.00654488,0.003553416,-0.074906394,0
-0.005329678,0.003447304,-0.074906394,0.0018256881060104
-0.005501305,0.00351839,-0.074906394,0.000789610656756751
-0.007050554,0.00231781,-0.074906394,-0.0043611485691095
-0.006608326,0.002574536,-0.074906394,0.000480906663580021
-0.006196947,0.002878456,-0.074906394,0.00421917647978055
-0.005791445,0.003245429,-0.074906394,0.00161509599420331
-0.005995091,0.003483347,-0.074906394,0.000147215740035056
-0.006519183,0.003452644,-0.074906394,0
-0.007032951,0.003434628,-0.074906394,0.00162956854896317
-0.007532655,0.002200614,-0.074906394,-0.00156177666979999
-0.005976557,0.003323387,-0.074906394,0.000243078553501572
-0.007072111,0.002419601,-0.074906394,-0.002870079680353
-0.006641861,0.002694084,-0.074906394,0.00221213842302739
-0.006235122,0.003047391,-0.074906394,0.00230016908269732
-0.006488121,0.003330881,-0.074906394,0
-0.007013604,0.003332428,-0.074906394,0.00188325059328991
-0.007527845,0.003349596,-0.074906394,0.00584219787056993
-0.008023618,0.002129277,-0.074906394,0.0050075937850025
-0.007547208,0.002303609,-0.074906394,-0.000946965538362752
-0.006461588,0.003155255,-0.074906394,0.000800612457379445
-0.007097794,0.002541028,-0.074906394,-0.00118495322333493
-0.006688492,0.002877034,-0.074906394,0.00123413959180508
-0.006990208,0.003208898,-0.074906394,0.00180144312087207
-0.007515248,0.003246324,-0.074906394,0.00616392245328997
-0.008027535,0.003301936,-0.074906394,0.0116385650707568
-0.008519012,0.002108277,-0.074906394,0.00902282761616008
-0.008030663,0.00223297,-0.074906394,0.00435231826780497
-0.007564539,0.002426427,-0.074906394,-0.00031467120715023
-0.006956477,0.003015295,-0.074906394,0.00139722391402849
-0.00715139,0.00274002,-0.074906394,0.000689181924192124
-0.007500012,0.003121462,-0.074906394,0.00478471650686006
-0.00802196,0.003198043,-0.074906394,0.0106654272534357
-0.008529539,0.003292443,-0.074906394,0.0156663818822761
-0.009014025,0.002138737,-0.074906394,0.00466220036176344
-0.008518091,0.002212106,-0.074906394,0.0077082015796406
-0.008039055,0.00235658,-0.074906394,0.00354317025283514
-0.00762277,0.002642433,-0.074906394,0.000610870248450885
-0.007460942,0.002908921,-0.074906394,0.00249530004078937
-0.009504222,0.002217737,-0.074906394,0.00297650374096031
-0.008015217,0.003072406,-0.074906394,0.0084120532009669
-0.00853103,0.003188431,-0.074906394,0.0139834442020807
-0.009031357,0.003319175,-0.074906394,0.0113018052437561
-0.009005189,0.002242132,-0.074906394,0.00487545076456139
-0.008517004,0.002335861,-0.074906394,0.00613401091275708
-0.008056319,0.002558512,-0.074906394,0.00216418061857933
-0.007977989,0.00283708,-0.074906394,0.0041791220561211
-0.009985958,0.002339678,-0.074906394,0.00242756983886535
-0.009488071,0.002320227,-0.074906394,0.00403278168609261
-0.008532837,0.003062637,-0.074906394,0.0110804585557153
-0.009039904,0.00321552,-0.074906394,0.0114113122741138
-0.009530475,0.003380301,-0.074906394,0.00657261598855893
-0.008994679,0.002365403,-0.074906394,0.00506045088842018
-0.008515276,0.002545436,-0.074906394,0.00345081472009201
-0.008581042,0.002820782,-0.074906394,0.00568832834012501
-0.010457029,0.002497993,-0.074906394,7.55159479299505e-05
-0.00996314,0.0024409,-0.074906394,0.00321910199006055
-0.00946884,0.002442482,-0.074906394,0.00522750152423011
-0.009050245,0.003090154,-0.074906394,0.0100742456750218
-0.00954604,0.003277469,-0.074906394,0.00776871426656872
-0.010024237,0.003475231,-0.074906394,0.00363160942444651
-0.008941409,0.002597024,-0.074906394,0.00502878023639126
-0.009089885,0.002860947,-0.074906394,0.00783731247300687
-0.010917083,0.00268583,-0.074906394,-0.00256342584199369
-0.010428093,0.002597692,-0.074906394,9.298950131153e-05
-0.009935946,0.002561708,-0.074906394,0.00429394047494079
-0.009416598,0.002660304,-0.074906394,0.00712087071986755
-0.009564867,0.003153105,-0.074906394,0.00762633871123391
-0.01004667,0.003373685,-0.074906394,0.0044585121831352
-0.010510212,0.003603409,-0.074906394,0.00206360801181691
-0.011367136,0.002896687,-0.074906394,0.00448803891083612
-0.009600386,0.002938695,-0.074906394,0.00759113315486037
-0.010882621,0.002783847,-0.074906394,-0.00138668924807363
-0.010393579,0.002716748,-0.074906394,0.000553850294454347
-0.009887757,0.002765493,-0.074906394,0.00568361255811635
-0.010073806,0.00325089,-0.074906394,0.0051151162991833
-0.010539274,0.003503582,-0.074906394,0.00278743607734038
-0.010986725,0.00376321,-0.074906394,0.00149451380348948
-0.01180893,0.003125106,-0.074906394,0.00822394590547408
-0.011327782,0.002992957,-0.074906394,0.00724164745067712
-0.010104352,0.003051913,-0.074906394,0.0043268719794848
-0.010841474,0.002900969,-0.074906394,0.000122254248198597
-0.010351455,0.002907786,-0.074906394,0.00203466221248635
-0.012243981,0.003366777,-0.074906394,0.00626532371501229
-0.010574427,0.003382872,-0.074906394,0.00366165753450314
-0.01102217,0.003665485,-0.074906394,0.00301050696016947
-0.011452724,0.003952194,-0.074906394,6.31710747451508e-05
-0.011765454,0.003219704,-0.074906394,0.0109471571473027
-0.011280748,0.003108074,-0.074906394,0.0100754460716789
-0.010599558,0.003197669,-0.074906394,0.00370452716359756
-0.010805882,0.003082604,-0.074906394,0.0022574723386038
-0.012673198,0.00361877,-0.074906394,0.0153548295881862
-0.012197013,0.003459776,-0.074906394,0.00670106456174385
-0.011065048,0.003547312,-0.074906394,0.00525121654494035
-0.011494304,0.003856903,-0.074906394,0.00132750634252022
-0.011907751,0.004168346,-0.074906394,0.00379882773368516
-0.011713444,0.0033329,-0.074906394,0.012747854539374
-0.011211345,0.003211342,-0.074906394,0.0115420379977674
-0.01113209,0.003359422,-0.074906401,0.00970572859338482
-0.013097321,0.003879573,-0.074906394,0.013971316717252
-0.012623054,0.003710151,-0.074906394,0.01584039516034
-0.012140818,0.003571132,-0.074906394,0.00717514700505304
-0.011544622,0.003741634,-0.074906394,0.0053148584467648
-0.011955686,0.004076091,-0.074906394,0.00538352146430346
-0.01235101,0.004410455,-0.074906394,0.00193792309082421
-0.011593509,0.003426359,-0.074906394,0.0134298916030706
-0.011644134,0.003622834,-0.074906394,0.00835251138674608
-0.013516854,0.004148263,-0.074906394,0.0137422552097666
-0.013044355,0.003969407,-0.074906394,0.0139970321743272
-0.012563057,0.003819635,-0.074906394,0.0163726598365036
-0.012038769,0.003679125,-0.074906394,0.00740480343855958
-0.01201375,0.003964389,-0.074906394,0.00761251960256218
-0.012406072,0.004322287,-0.074906394,0.00419081463649819
-0.012780298,0.004677862,-0.074906394,0.00186333104620107
-0.012103589,0.003864566,-0.074906394,0.00987931561012867
-0.013932054,0.004423951,-0.074906394,0.0190897828885575
-0.013461491,0.004236704,-0.074906394,0.014648403976531
-0.012980909,0.00407707,-0.074906394,0.0130405175000882
-0.012473044,0.003918978,-0.074906394,0.0150290897315311
-0.012472843,0.004215391,-0.074906394,0.00726366264754892
-0.012842936,0.0045949,-0.074906394,0.00355502240767276
-0.013192488,0.004971238,-0.074906394,0.00387583588142202
-0.014343151,0.004705951,-0.074906394,0.00783470998741044
-0.012567969,0.004105055,-0.074906394,0.0110844209198943
-0.013874557,0.004511079,-0.074906394,0.0218432661060086
-0.013395115,0.004342727,-0.074906394,0.0153306061937125
-0.012855074,0.004121362,-0.074906394,0.0121211241415262
-0.012918958,0.004494187,-0.074906394,0.0061666697444961
-0.013262762,0.004894611,-0.074906394,0.00611649809207241
-0.01358271,0.005292913,-0.074906394,0.000912909400389645
-0.014749989,0.004993889,-0.074906394,0.00268220274706542
-0.014283638,0.004791756,-0.074906394,0.00787994490169483
-0.013026563,0.004362566,-0.074906394,0.0102238787871768
-0.013805613,0.00461555,-0.074906394,0.0177429933118354
-0.013324465,0.004427613,-0.074906394,0.0153846500691157
-0.013348118,0.004801476,-0.074906394,0.00877871080500505
-0.013943776,0.005646087,-0.074906394,-0.000252176284880671
-0.013660491,0.005223795,-0.074906394,0.00107086245610899
